ID_User,ID_Wisata,Rating
U_053369,W_05ed3f8c,5
U_205627,W_05ed3f8c,5
U_263139,W_05ed3f8c,5
U_720074,W_05ed3f8c,4
U_778711,W_05ed3f8c,5
U_847198,W_05ed3f8c,5
U_472979,W_05ed3f8c,5
U_880438,W_05ed3f8c,5
U_317977,W_05ed3f8c,5
U_410124,W_05ed3f8c,4
U_487909,W_05ed3f8c,5
U_338557,W_05ed3f8c,5
U_238471,W_05ed3f8c,5
U_822814,W_05ed3f8c,5
U_181798,W_05ed3f8c,5
U_720052,W_05ed3f8c,4
U_463574,W_05ed3f8c,5
U_024682,W_05ed3f8c,5
U_341845,W_05ed3f8c,5
U_728141,W_05ed3f8c,5
U_878779,W_05ed3f8c,5
U_951353,W_05ed3f8c,5
U_535040,W_05ed3f8c,5
U_017291,W_05ed3f8c,5
U_283790,W_05ed3f8c,4
U_839328,W_05ed3f8c,5
U_889251,W_05ed3f8c,5
U_980764,W_05ed3f8c,5
U_138776,W_05ed3f8c,5
U_396227,W_05ed3f8c,5
U_607430,W_05ed3f8c,5
U_760264,W_05ed3f8c,5
U_238694,W_05ed3f8c,5
U_343458,W_05ed3f8c,5
U_784427,W_05ed3f8c,5
U_360636,W_05ed3f8c,5
U_479225,W_05ed3f8c,5
U_260344,W_05ed3f8c,4
U_564461,W_05ed3f8c,5
U_017950,W_05ed3f8c,5
U_857946,W_05ed3f8c,5
U_254847,W_05ed3f8c,5
U_841294,W_05ed3f8c,4
U_969663,W_05ed3f8c,5
U_992531,W_05ed3f8c,5
U_367746,W_05ed3f8c,5
U_836382,W_05ed3f8c,5
U_597884,W_05ed3f8c,5
U_575769,W_05ed3f8c,5
U_503790,W_05ed3f8c,5
U_591488,W_05ed3f8c,5
U_742692,W_05ed3f8c,5
U_615229,W_05ed3f8c,5
U_214203,W_05ed3f8c,5
U_160909,W_05ed3f8c,5
U_282274,W_05ed3f8c,5
U_843744,W_05ed3f8c,5
U_101004,W_05ed3f8c,5
